source,protein,compound,folder,ligand_smiles,exp_dG (kcal/mol),fep_dG (kcal/mol),fep_dG_std (kcal/mol),boltz_dG (kcal/mol),boltz_dG_std (kcal/mol)
ChEMBL,PLG,CHEMBL3295545,ChEMBL|PLG|CHEMBL3295545,[H]Oc1noc([C@]2([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@]([H])(C([H])([H])[H])C2([H])[H])c1[H],-7.742,-4.4746,3.2674,-6.533735649019481,1.3906293641815122
ChEMBL,PLG,CHEMBL3295545,ChEMBL|PLG|CHEMBL3295545,[H]Oc1noc([C@]2([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c1[H],-5.4542,-3.4372,2.017,-5.9420221110185,1.3409764439126017
ChEMBL,PLG,CHEMBL3295545,ChEMBL|PLG|CHEMBL3295545,[H]Oc1noc([C@@]2([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@@]([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3F)C2([H])[H])c1[H],-8.0445,-9.8923,1.8478,-6.767482868512473,0.48548012107618077
ChEMBL,PLG,CHEMBL3295545,ChEMBL|PLG|CHEMBL3295545,[H]Oc1noc([C@@]2([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@@]([H])(C([H])([H])c3c([H])c([H])c([H])c(F)c3[H])C2([H])[H])c1[H],-8.7864,-9.7828,0.9964,-7.458584888964893,0.5967169243064624
ChEMBL,PLG,CHEMBL3295545,ChEMBL|PLG|CHEMBL3295545,[H]Oc1noc([C@@]2([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c1[H],-8.1696,-8.9493,0.7796,-6.6876506682237,0.8141433564581448
ChEMBL,PLG,CHEMBL3295545,ChEMBL|PLG|CHEMBL3295545,[H]Oc1noc([C@@]2([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@@]([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c1[H],-8.9352,-9.6429,0.7077,-6.78713746358951,0.45358607191268824
ChEMBL,PLG,CHEMBL3295545,ChEMBL|PLG|CHEMBL3295545,[H]Oc1noc([C@@]2([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@@]([H])(C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c1[H],-8.3361,-9.0282,0.6921,-7.737478325142216,0.5341069776146298
ChEMBL,PLG,CHEMBL3295545,ChEMBL|PLG|CHEMBL3295545,[H]Oc1noc([C@@]2([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@@]([H])(C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c1[H],-8.739,-8.9878,0.2488,-7.154377506315709,0.5730469055644523
ChEMBL,PLG,CHEMBL3295545,ChEMBL|PLG|CHEMBL3295545,[H]Oc1noc([C@@]2([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@@]([H])(C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C2([H])[H])c1[H],-8.1469,-8.3421,0.1952,-7.698389365553857,0.9068755903110939
ChEMBL,PLG,CHEMBL3295545,ChEMBL|PLG|CHEMBL3295545,[H]Oc1noc([C@@]2([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@]([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c1[H],-8.5039,-8.3207,0.1833,-6.790323415835698,0.3819016630452377
ChEMBL,PNMT,CHEMBL890212,ChEMBL|PNMT|CHEMBL890212,[H]c1c([H])c2c(c([H])c1Br)C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H],-9.8883,-8.9007,0.9876,-9.936063573002818,0.4249368435172753
ChEMBL,PNMT,CHEMBL890212,ChEMBL|PNMT|CHEMBL890212,[H]c1c2c(c3c([H])c([H])c([H])c(OC([H])([H])[H])c3c1[H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H],-7.742,-8.6893,0.9473,-8.022396536654481,0.22603414879053585
ChEMBL,PNMT,CHEMBL890212,ChEMBL|PNMT|CHEMBL890212,[H]c1c2c(c3c([H])c([H])c([H])c([N+](=O)[O-])c3c1[H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H],-8.2438,-8.727,0.4833,-8.284151371290287,0.2766273513950852
ChEMBL,PNMT,CHEMBL890212,ChEMBL|PNMT|CHEMBL890212,[H]c1c2c(c3c([H])c([H])c([H])c(C#N)c3c1[H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H],-7.6881,-8.0367,0.3486,-8.55258816135923,0.6336904088841678
ChEMBL,PNMT,CHEMBL890212,ChEMBL|PNMT|CHEMBL890212,[H]c1c([H])c(S(=O)(=O)N([H])[H])c2c([H])c([H])c3c(c2c1[H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H],-6.1108,-5.78,0.3308,-8.06616217030585,0.46622432610566833
ChEMBL,PNMT,CHEMBL890212,ChEMBL|PNMT|CHEMBL890212,[H]c1c2c(c3c([H])c([H])c([H])c(Br)c3c1[H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H],-9.078,-8.8757,0.2023,-9.1237824032108,0.5773623458711553
ChEMBL,PNMT,CHEMBL890212,ChEMBL|PNMT|CHEMBL890212,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])[N+]([H])([H])C2([H])[H],-7.1404,-6.9577,0.1827,-6.555771986405055,0.23791691132401074
ChEMBL,PNMT,CHEMBL890212,ChEMBL|PNMT|CHEMBL890212,[H]Oc1c([H])c([H])c([H])c2c3c(c([H])c([H])c12)C([H])([H])C([H])([H])[N+]([H])([H])C3([H])[H],-8.2372,-8.0733,0.1639,-9.391946991642316,0.2878536265276323
ChEMBL,PNMT,CHEMBL890212,ChEMBL|PNMT|CHEMBL890212,[H]c1c([H])c2c(c(Cl)c1Cl)C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H],-11.602,-11.6903,0.0883,-10.891943298260372,0.5332491501094073
ChEMBL,PNP,CHEMBL951777,ChEMBL|PNP|CHEMBL951777,[H]OC([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])c1c([H])n([H])c2c(=O)n([H])c([H])nc12,-12.4192,-14.1054,1.6862264201794344,-7.383081671675047,1.2631479656796072
ChEMBL,PNP,CHEMBL951777,ChEMBL|PNP|CHEMBL951777,[H]OC([H])([H])C([H])(C([H])([H])O[H])[N+]([H])([H])[C@@]([H])(c1c([H])n([H])c2c(=O)nc([H])n([H])c12)C([H])([H])O[H],-13.1962,-11.6411,1.5551732157641445,-6.488930917019647,1.518891024450374
ChEMBL,PNP,CHEMBL951777,ChEMBL|PNP|CHEMBL951777,[H]OC([H])([H])[C@]([H])(O[H])C([H])([H])[N+]([H])([H])C([H])([H])c1c([H])n([H])c2c(=O)nc([H])n([H])c12,-10.6723,-10.5413,0.1310532044152882,-7.519250823656719,1.656532851525635
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(C([H])([H])C([H])([H])C(=O)[O-])c([H])c([H])c1OC([H])([H])c1oc(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])nc1C([H])([H])[H],-9.6073,-7.473,0.6641,-8.902893386224907,0.15786584119896768
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(SC([H])([H])c2sc(-c3c([H])c([H])c(C(F)(F)F)c(F)c3[H])nc2C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])C(=O)[O-],-12.272,-14.3226,0.5386,-11.050664312203727,0.12194332365604083
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(SC([H])([H])c2oc(-c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])nc2C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)[O-],-9.6073,-11.2481,0.8909,-8.800123775561651,0.1510032813421126
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(C([H])([H])C([H])([H])C(=O)[O-])c([H])c([H])c1OC([H])([H])c1sc(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])nc1C([H])([H])[H],-10.2579,-8.6337,0.6542,-8.97409623837471,0.37520625147852316
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(C(=O)[O-])c([H])c([H])c1OC([H])([H])c1oc(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])nc1C([H])([H])[H],-7.1718,-8.4077,1.279,-7.155720221837363,0.10052511088073329
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(OC([H])([H])c2oc(-c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])nc2C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)[O-],-8.8202,-7.936,0.6689,-8.007895440643034,0.25345847652347486
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(SC([H])([H])c2sc(-c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])nc2C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])C(=O)[O-],-12.272,-12.9285,0.5143,-10.956859252611794,0.24625577367297177
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(C([H])([H])C([H])([H])C(=O)[O-])c(C([H])([H])[H])c([H])c1OC([H])([H])c1sc(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])nc1C([H])([H])[H],-9.8474,-9.2294,0.5707,-8.774324823200702,0.3948571487733958
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(C([H])([H])C(=O)[O-])c([H])c([H])c1OC([H])([H])c1sc(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])nc1C([H])([H])[H],-8.1814,-7.947,1.308,-7.712222758103163,0.31490717016906217
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(SC([H])([H])c2oc(-c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])nc2C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])C(=O)[O-],-11.6215,-11.5341,0.5466,-10.671135324557623,0.20141009676894425
ChEMBL,PPARD,CHEMBL759401,ChEMBL|PPARD|CHEMBL759401,[H]c1c([H])c(OC([H])([H])C(=O)[O-])c(C([H])([H])[H])c([H])c1OC([H])([H])c1oc(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])nc1C([H])([H])[H],-10.2579,-10.2567,0.6925,-9.31842825416724,0.22564281543791911
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1OC([H])([H])c1c([H])c([H])c(Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c(C([H])([H])[H])c2C([H])([H])[H])c(OC([H])([H])C#N)c1[H],-7.7144,-5.3949,2.3195092164415825,-8.10722067620357,0.7302821013044121
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c([H])c(C(F)(F)F)c(OC([H])([H])c2c([H])c([H])c(Sc3c([H])c([H])c(OC([H])([H])C(=O)[O-])c4c3C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c(OC([H])([H])C#CC([H])([H])C([H])([H])[H])c2[H])c1[H],-9.2307,-11.3657,2.134973767934081,-7.9639451963106795,0.6148572265609669
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(OC([H])([H])c2c([H])c([H])c(Sc3c([H])c([H])c(OC([H])([H])C(=O)[O-])c4c3C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c(OC([H])([H])C#CC([H])([H])C([H])([H])[H])c2[H])c(C([H])([H])[H])c([H])c1Cl,-9.3048,-11.2664,1.961574082971372,-8.53735844942679,0.643179917919054
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(OC([H])([H])c2c([H])c([H])c(Sc3c([H])c([H])c(OC([H])([H])C(=O)[O-])c4c3C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c(OC([H])([H])C#CC([H])([H])C([H])([H])[H])c2[H])c([H])c([H])c1Cl,-10.1025,-12.0232,1.920680604789729,-8.625415290415289,0.19246342706280112
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(OC([H])([H])c2c([H])c([H])c(Sc3c([H])c([H])c(OC([H])([H])C(=O)[O-])c4c3C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c(OC([H])([H])C#CC([H])([H])C([H])([H])[H])c2[H])c([H])c(C(F)(F)F)c1[H],-10.2579,-12.1148,1.8568728170297089,-8.519195128334067,0.2686821338364962
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]C#CC([H])([H])Oc1c([H])c(C([H])([H])Oc2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1Sc1c([H])c([H])c(OC([H])([H])C(=O)[O-])c(C([H])([H])[H])c1C([H])([H])[H],-8.8943,-7.0903,1.804037297379964,-8.341516203100483,0.11922852152325948
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1nc([H])c([H])c(C([H])([H])Oc2c([H])c(C([H])([H])Oc3c([H])c([H])c(C(F)(F)F)c([H])c3[H])c([H])c([H])c2Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c(C([H])([H])[H])c2C([H])([H])[H])c1[H],-7.2283,-5.4366,1.7916758357376212,-8.623295792097847,0.32109479658842327
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1nc(OC([H])([H])c2c([H])c([H])c(Sc3c([H])c([H])c(OC([H])([H])C(=O)[O-])c4c3C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c(OC([H])([H])C#CC([H])([H])C([H])([H])[H])c2[H])c([H])c([H])c1C(F)(F)F,-9.6482,-11.3857,1.73751535304044,-9.171625657041867,0.18266029703843498
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1OC([H])([H])c1c([H])c([H])c(Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c3c2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(OC([H])([H])C#CC([H])([H])C([H])([H])[H])c1[H],-10.2015,-11.8325,1.6310620923874013,-8.29833022633195,0.7628118580886492
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(Sc2c([H])c([H])c(C([H])([H])OC3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c2OC([H])([H])C#CC([H])([H])C([H])([H])[H])c2c(c1OC([H])([H])C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],-9.1344,-7.5336,1.6008332192035888,-8.38721913292259,0.42440705545785934
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1nc([H])c(C([H])([H])Oc2c([H])c(C([H])([H])Oc3c([H])c([H])c(C(F)(F)F)c([H])c3[H])c([H])c([H])c2Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c(C([H])([H])[H])c2C([H])([H])[H])c([H])c1[H],-7.3458,-5.7599,1.58585786367519,-8.559255817602079,0.3688990558498654
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c(C([H])([H])Oc2c([H])c(C([H])([H])Oc3c([H])c([H])c(C(F)(F)F)c([H])c3[H])c([H])c([H])c2Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c(C([H])([H])[H])c2C([H])([H])[H])noc1C([H])([H])[H],-8.4274,-7.1629,1.264481998929284,-9.456736672401428,0.1792271921908098
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(Sc2c([H])c([H])c(C([H])([H])OC3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2OC([H])([H])C#CC([H])([H])C([H])([H])[H])c2c(c1OC([H])([H])C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],-9.7074,-8.7029,1.00453369321426,-9.248345732927325,0.23230420135841126
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]OC([H])([H])C#CC([H])([H])Oc1c([H])c(C([H])([H])Oc2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1Sc1c([H])c([H])c(OC([H])([H])C(=O)[O-])c2c1C([H])([H])C([H])([H])C([H])([H])C2([H])[H],-9.1056,-8.1672,0.9383315447383668,-7.7234665520042185,0.38442490720445355
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(Sc2c([H])c([H])c(C([H])([H])OC([H])([H])C3([H])C([H])([H])C3([H])[H])c([H])c2OC([H])([H])C#CC([H])([H])C([H])([H])[H])c2c(c1OC([H])([H])C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],-9.4885,-8.559,0.9294580071875,-9.01029987932245,0.384260496058509
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1OC([H])([H])c1c([H])c([H])c(Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c(C([H])([H])[H])c2C([H])([H])[H])c(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H],-7.3604,-6.4778,0.8826456732763852,-8.403222902382414,0.2731974912237124
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1OC([H])([H])c1c([H])c([H])c(Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c3c2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(OC([H])([H])C#CC([H])([H])C([H])([H])OC([H])([H])[H])c1[H],-10.0311,-10.9016,0.8704681782343862,-8.593354448700945,0.3148259256746056
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1OC([H])([H])c1c([H])c([H])c(Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c(C([H])([H])[H])c2C([H])([H])[H])c(OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c1[H],-7.5932,-8.4287,0.835535301749758,-7.983832131952049,0.12208592842088428
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1OC([H])([H])c1c([H])c([H])c(Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c(C([H])([H])[H])c2C([H])([H])[H])c(OC([H])([H])C([H])([H])OC([H])([H])[H])c1[H],-7.1303,-6.3235,0.80678521779069,-8.212363540023565,0.35237125912976613
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]C#CC([H])([H])Oc1c([H])c(C([H])([H])Oc2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1Sc1c([H])c([H])c(OC([H])([H])C(=O)[O-])c2c1C([H])([H])C([H])([H])C([H])([H])C2([H])[H],-8.0734,-8.8103,0.7369525115994275,-8.710281869371732,0.22003926832751136
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1nc([H])c(C#CC([H])([H])Oc2c([H])c(C([H])([H])Oc3c([H])c([H])c(C(F)(F)F)c([H])c3[H])c([H])c([H])c2Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c3c2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],-10.3659,-10.9628,0.596903081621149,-8.420508778512477,0.3973126881063391
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1OC([H])([H])c1c([H])c([H])c(Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c3c2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(Cl)c1[H],-8.6951,-9.1226,0.4274842875476877,-8.307389414846897,0.1865319375680586
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1OC([H])([H])c1c([H])c([H])c(Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c3c2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(OC([H])([H])C#CC([H])([H])[H])c1[H],-9.6997,-9.9477,0.2479569805000042,-8.093728050182262,0.48567525798253663
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1OC([H])([H])c1c([H])c([H])c(Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c(C([H])([H])[H])c2C([H])([H])[H])c(OC([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c1[H],-6.9803,-7.1237,0.1433681662362059,-8.113290606898568,0.12473810174367629
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]OC(C#CC([H])([H])Oc1c([H])c(C([H])([H])Oc2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1Sc1c([H])c([H])c(OC([H])([H])C(=O)[O-])c2c1C([H])([H])C([H])([H])C([H])([H])C2([H])[H])(C([H])([H])[H])C([H])([H])[H],-9.6482,-9.5232,0.1249733153802368,-7.696580456371109,0.4615288514015806
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]OC([H])([H])C([H])([H])C#CC([H])([H])Oc1c([H])c(C([H])([H])Oc2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1Sc1c([H])c([H])c(OC([H])([H])C(=O)[O-])c2c1C([H])([H])C([H])([H])C([H])([H])C2([H])[H],-10.0447,-9.9371,0.1076300191991013,-8.609508144338927,0.2673365912147605
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1OC([H])([H])c1c([H])c([H])c(Sc2c([H])c([H])c(OC([H])([H])C(=O)[O-])c3c2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(OC([H])([H])C#CC([H])([H])OC([H])([H])[H])c1[H],-10.498,-10.5736,0.0755600416946358,-8.08121248284976,0.2046006008558399
ChEMBL,PPARG,CHEMBL1004952,ChEMBL|PPARG|CHEMBL1004952,[H]O[C@]([H])(C#CC([H])([H])Oc1c([H])c(C([H])([H])Oc2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1Sc1c([H])c([H])c(OC([H])([H])C(=O)[O-])c2c1C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H],-9.6845,-9.6684,0.0161543651822265,-8.40929710898797,0.5729717309580546
ChEMBL,PPARG,CHEMBL1947820,ChEMBL|PPARG|CHEMBL1947820,[H]c1c([H])c([C@@]2(C([H])([H])[H])OC(=O)N([H])C2=O)c([H])c([H])c1C([H])([H])n1c(=O)n(-c2noc3c([H])c(OC([H])([H])[H])c([H])c([H])c23)c2c([H])c([H])c(C(F)(F)F)c([H])c21,-7.7207,-10.3252,2.6045467932423665,-8.480131377478441,0.35008563976347196
ChEMBL,PPARG,CHEMBL1947820,ChEMBL|PPARG|CHEMBL1947820,[H]c1c([H])c(C([H])([H])n2c(=O)n(-c3noc4c(C([H])([H])[H])c([H])c([H])c([H])c34)c3c([H])c([H])c(C(F)(F)F)c([H])c32)c([H])c(O[C@@]([H])(C(=O)[O-])C([H])([H])[H])c1Cl,-10.9579,-8.5152,2.442670255535051,-8.582279847135148,0.2795654306557592
ChEMBL,PPARG,CHEMBL1947820,ChEMBL|PPARG|CHEMBL1947820,[H]c1c([H])c(O[C@@]([H])(C(=O)[O-])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])n2c(=O)n(-c3noc4c([H])c(OC([H])([H])[H])c([H])c([H])c34)c3c([H])c([H])c(C(F)(F)F)c([H])c32)c1[H],-7.4135,-9.5831,2.169617936236493,-8.644135595648239,0.5126250828423293
ChEMBL,PPARG,CHEMBL1947820,ChEMBL|PPARG|CHEMBL1947820,[H]c1c([H])c(C([H])([H])n2c(=O)n(-c3noc4c([H])c([H])c(C([H])([H])[H])c([H])c34)c3c([H])c([H])c(C(F)(F)F)c([H])c32)c([H])c(O[C@@]([H])(C(=O)[O-])C([H])([H])[H])c1Cl,-10.8414,-8.9539,1.887496644700978,-8.986660033981005,0.20342362441882567
ChEMBL,PPARG,CHEMBL1947820,ChEMBL|PPARG|CHEMBL1947820,[H]c1c([H])c(C([H])([H])n2c(=O)n(-c3noc4c([H])c(OC([H])([H])[H])c([H])c([H])c34)c3c([H])c([H])c([H])c([H])c32)c([H])c(O[C@@]([H])(C(=O)[O-])C([H])([H])[H])c1Cl,-11.1282,-9.4624,1.6658042752836295,-7.795245474065344,0.2540356135049048
ChEMBL,PPARG,CHEMBL1947820,ChEMBL|PPARG|CHEMBL1947820,[H]c1c([H])c(C(=O)n2c(=O)n(C([H])([H])c3c([H])c([H])c(Cl)c(O[C@@]([H])(C(=O)[O-])C([H])([H])[H])c3[H])c3c([H])c(C(F)(F)F)c([H])c([H])c32)c([H])c([H])c1Cl,-8.9906,-7.3354,1.6551843757386904,-9.182528532822928,0.3886404957998543
ChEMBL,PPARG,CHEMBL1947820,ChEMBL|PPARG|CHEMBL1947820,[H]c1c([H])c(O[C@@]([H])(C(=O)[O-])C([H])([H])[H])c([H])c(C([H])([H])n2c(=O)n(-c3noc4c([H])c(OC([H])([H])[H])c([H])c([H])c34)c3c([H])c([H])c(C(F)(F)F)c([H])c32)c1[H],-8.2282,-9.7502,1.5220741315720503,-8.240586185872553,0.5685684924202594
ChEMBL,PPARG,CHEMBL1947820,ChEMBL|PPARG|CHEMBL1947820,[H]c1c([H])c(C([H])([H])n2c(=O)n(C([H])([H])c3c([H])c([H])c(Cl)c(O[C@@]([H])(C(=O)[O-])C([H])([H])[H])c3[H])c3c([H])c(C(F)(F)F)c([H])c([H])c32)c([H])c([H])c1Cl,-7.2524,-8.7059,1.453497469585615,-8.990123719702165,0.6828400446172699
ChEMBL,PPARG,CHEMBL1947820,ChEMBL|PPARG|CHEMBL1947820,[H]c1c([H])c(C([H])([H])n2c(=O)n(-c3noc4c([H])c(OC([H])([H])[H])c([H])c([H])c34)c3c([H])c([H])c(C(F)(F)F)c([H])c32)c([H])c([C@@]2(C([H])([H])[H])OC(=O)N([H])C2=O)c1[H],-9.5879,-10.9454,1.3575407700355755,-8.211080062250296,0.734563962379467
ChEMBL,PPARG,CHEMBL1947820,ChEMBL|PPARG|CHEMBL1947820,[H]c1c([H])c(C([H])([H])n2c(=O)n(-c3noc4c([H])c(OC([H])([H])[H])c([H])c([H])c34)c3c([H])c([H])c(C(F)(F)F)c([H])c32)c([H])c(O[C@]([H])(C(=O)[O-])C([H])([H])[H])c1Cl,-9.791,-11.1456,1.3546117622711236,-8.703864614312849,0.7083215902019461
